uid,namedLocation,domainID,siteID,plotID,subplotID,trapID,decimalLatitude,decimalLongitude,elevation,nlcdClass,plotType,geodeticDatum,coordinateUncertainty,elevationUncertainty,date,samplingProtocolVersion,targetTaxaPresent,trapType,trapPlacement,trapSize,remarks,recordedBy,publicationDate,release
d3fca342-8a58-44fa-8c50-ddb3d1414324,BART_046.basePlot.ltr,D01,BART,BART_046,41_400,BART_046_881,44.059946,-71.285408,303,deciduousForest,tower,WGS84,20.2,0.3,2015-05-20,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,ramundson@field-ops.org,20251206T233612Z,RELEASE-2026
abc4219e-44ec-4d10-9bc0-36ea43865562,BART_071.basePlot.ltr,D01,BART,BART_071,23_400,BART_071_382,44.067944,-71.290624,256.4,mixedForest,tower,WGS84,20.1,0.2,2015-05-20,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,pnoonan@field-ops.org,20251206T233612Z,RELEASE-2026
d18d359f-aea7-414f-847a-1c3fb00427d3,BART_032.basePlot.ltr,D01,BART,BART_032,39_400,BART_032_649,44.067467,-71.28758,244.7,deciduousForest,tower,WGS84,20.2,0.3,2015-05-20,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,pnoonan@field-ops.org,20251206T233612Z,RELEASE-2026
8c0862e5-782b-4beb-b9ea-a0cb987a90fe,BART_075.basePlot.ltr,D01,BART,BART_075,41_400,BART_075_884,44.059141,-71.286492,297,mixedForest,tower,WGS84,20.3,0.4,2015-05-20,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,ramundson@field-ops.org,20251206T233612Z,RELEASE-2026
52a61bfa-ee85-4b64-bf7f-4d31b7f1c992,BART_042.basePlot.ltr,D01,BART,BART_042,39_400,BART_042_569,44.060194,-71.288052,288.3,deciduousForest,tower,WGS84,20.2,0.2,2015-05-20,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,pnoonan@field-ops.org,20251206T233612Z,RELEASE-2026
7954182f-c14e-4644-bd40-84fbdc942ea3,BART_071.basePlot.ltr,D01,BART,BART_071,41_400,BART_071_952,44.067944,-71.290624,256.4,mixedForest,tower,WGS84,20.1,0.2,2015-05-20,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,pnoonan@field-ops.org,20251206T233612Z,RELEASE-2026
a8a769f0-0729-428f-9966-b8d764c1bc2e,BART_071.basePlot.ltr,D01,BART,BART_071,23_400,BART_071_451,44.067944,-71.290624,256.4,mixedForest,tower,WGS84,20.1,0.2,2015-05-20,NEON.DOC.001710vB,Y,Ground,Random,1.5,Removed ground litter trap due to incorrect initial deployment.,thillman@battelleecology.org,20251206T233612Z,RELEASE-2026
cae43ee6-f3c2-49ba-99fb-a257868dd31d,BART_075.basePlot.ltr,D01,BART,BART_075,23_400,BART_075_389,44.059141,-71.286492,297,mixedForest,tower,WGS84,20.3,0.4,2015-05-20,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,ramundson@field-ops.org,20251206T233612Z,RELEASE-2026
fd3e8385-6f01-475e-81e1-35494813067b,BART_032.basePlot.ltr,D01,BART,BART_032,23_400,BART_032_363,44.067467,-71.28758,244.7,deciduousForest,tower,WGS84,20.2,0.3,2015-05-20,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,pnoonan@field-ops.org,20251206T233612Z,RELEASE-2026
4b844c4c-4d3d-4bea-b620-b5bfc73e109e,BART_042.basePlot.ltr,D01,BART,BART_042,41_400,BART_042_935,44.060194,-71.288052,288.3,deciduousForest,tower,WGS84,20.2,0.2,2015-05-20,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,pnoonan@field-ops.org,20251206T233612Z,RELEASE-2026
5b289f3c-fa0b-442a-acf5-4894c12d816c,BART_071.basePlot.ltr,D01,BART,BART_071,41_400,BART_071_921,44.067944,-71.290624,256.4,mixedForest,tower,WGS84,20.1,0.2,2015-05-20,NEON.DOC.001710vB,Y,Ground,Random,1.5,Removed ground litter trap due to incorrect initial deployment.,jbreault@field-ops.org,20251206T233612Z,RELEASE-2026
253a478e-5b87-432f-bf13-895f40347093,BART_046.basePlot.ltr,D01,BART,BART_046,41_400,BART_046_852,44.059946,-71.285408,303,deciduousForest,tower,WGS84,20.2,0.3,2015-05-20,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,ramundson@field-ops.org,20251206T233612Z,RELEASE-2026
af5ef4fa-89a1-4b50-ba42-1c629c828901,BART_046.basePlot.ltr,D01,BART,BART_046,39_400,BART_046_547,44.059946,-71.285408,303,deciduousForest,tower,WGS84,20.2,0.3,2015-05-20,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,ramundson@field-ops.org,20251206T233612Z,RELEASE-2026
02e464cc-ab2c-4f18-bbd9-98e26a03e11d,BART_075.basePlot.ltr,D01,BART,BART_075,41_400,BART_075_819,44.059141,-71.286492,297,mixedForest,tower,WGS84,20.3,0.4,2015-05-20,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,ramundson@field-ops.org,20251206T233612Z,RELEASE-2026
36a6e18d-3a33-455f-abcd-296c1b2ad1c0,BART_072.basePlot.ltr,D01,BART,BART_072,21_400,BART_072_023,44.060735,-71.286187,295.9,deciduousForest,tower,WGS84,20.3,0.5,2015-05-21,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,ramundson@field-ops.org,20251206T233612Z,RELEASE-2026
687b7e2b-8b2b-45df-a71f-404bfb6a02cd,BART_072.basePlot.ltr,D01,BART,BART_072,21_400,BART_072_162,44.060735,-71.286187,295.9,deciduousForest,tower,WGS84,20.3,0.5,2015-05-21,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,ramundson@field-ops.org,20251206T233612Z,RELEASE-2026
70588760-b2aa-45e5-b293-f387e7452d4d,BART_072.basePlot.ltr,D01,BART,BART_072,39_400,BART_072_567,44.060735,-71.286187,295.9,deciduousForest,tower,WGS84,20.3,0.5,2015-05-21,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,ramundson@field-ops.org,20251206T233612Z,RELEASE-2026
51d013f7-4b29-4393-bd97-9239e87b88f0,BART_072.basePlot.ltr,D01,BART,BART_072,39_400,BART_072_642,44.060735,-71.286187,295.9,deciduousForest,tower,WGS84,20.3,0.5,2015-05-21,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,ramundson@field-ops.org,20251206T233612Z,RELEASE-2026
9e0f91df-a4e8-4d0c-9420-9554c180fefb,BART_074.basePlot.ltr,D01,BART,BART_074,39_400,BART_074_555,44.060251,-71.2832,311.2,mixedForest,tower,WGS84,20.1,0.2,2015-05-26,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,nhall@field-ops.org,20251206T233612Z,RELEASE-2026
96ce3657-0c6b-4e70-a4b9-0e5ebd65a4a1,BART_044.basePlot.ltr,D01,BART,BART_044,39_400,BART_044_531,44.061036,-71.284327,303.1,deciduousForest,tower,WGS84,20.1,0.2,2015-05-26,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,nhall@field-ops.org,20251206T233612Z,RELEASE-2026
392978c4-bebc-431f-9ee7-d9a0550c9fa6,BART_044.basePlot.ltr,D01,BART,BART_044,23_400,BART_044_410,44.061036,-71.284327,303.1,deciduousForest,tower,WGS84,20.1,0.2,2015-05-26,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,nhall@field-ops.org,20251206T233612Z,RELEASE-2026
6feff16d-7fd1-4698-8dca-a7125f06fd7c,BART_044.basePlot.ltr,D01,BART,BART_044,23_400,BART_044_439,44.061036,-71.284327,303.1,deciduousForest,tower,WGS84,20.1,0.2,2015-05-26,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,nhall@field-ops.org,20251206T233612Z,RELEASE-2026
76a6aada-4f0e-442d-8cd8-ff16e0d3fa60,BART_074.basePlot.ltr,D01,BART,BART_074,39_400,BART_074_574,44.060251,-71.2832,311.2,mixedForest,tower,WGS84,20.1,0.2,2015-05-26,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,nhall@field-ops.org,20251206T233612Z,RELEASE-2026
00f2b13f-b48d-4acc-a307-ea54b8f529b3,BART_044.basePlot.ltr,D01,BART,BART_044,39_400,BART_044_513,44.061036,-71.284327,303.1,deciduousForest,tower,WGS84,20.1,0.2,2015-05-26,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,nhall@field-ops.org,20251206T233612Z,RELEASE-2026
702413b8-01e7-4d5a-9b2d-8ee85dbd680c,BART_074.basePlot.ltr,D01,BART,BART_074,41_400,BART_074_863,44.060251,-71.2832,311.2,mixedForest,tower,WGS84,20.1,0.2,2015-05-26,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,nhall@field-ops.org,20251206T233612Z,RELEASE-2026
52596ece-5625-44d8-a3d1-d538b5f098fe,BART_074.basePlot.ltr,D01,BART,BART_074,41_400,BART_074_942,44.060251,-71.2832,311.2,mixedForest,tower,WGS84,20.1,0.2,2015-05-26,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,nhall@field-ops.org,20251206T233612Z,RELEASE-2026
4d7a7c59-a178-4084-8941-dbdb9d8ff705,BART_050.basePlot.ltr,D01,BART,BART_050,41_400,BART_050_808,44.06151,-71.28769,287.7,mixedForest,tower,WGS84,20.2,0.3,2015-05-27,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,nhall@field-ops.org,20251206T233612Z,RELEASE-2026
7fb47e32-8207-4ca2-9fd3-661783ac0a81,BART_037.basePlot.ltr,D01,BART,BART_037,21_400,BART_037_187,44.061598,-71.283244,290.6,deciduousForest,tower,WGS84,20.2,0.2,2015-05-27,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,nhall@field-ops.org,20251206T233612Z,RELEASE-2026
15de1ffc-3e7d-4033-955c-4ec37457f245,BART_070.basePlot.ltr,D01,BART,BART_070,41_400,BART_070_961,44.064338,-71.28144,251.3,mixedForest,tower,WGS84,20.2,0.3,2015-05-27,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,nhall@field-ops.org,20251206T233612Z,RELEASE-2026
1d5d8c24-a81a-4a6c-b51b-2d7ec74a798b,BART_070.basePlot.ltr,D01,BART,BART_070,39_400,BART_070_622,44.064338,-71.28144,251.3,mixedForest,tower,WGS84,20.2,0.3,2015-05-27,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,nhall@field-ops.org,20251206T233612Z,RELEASE-2026
7edc25f4-14ed-43e6-aeb1-3c995defee30,BART_037.basePlot.ltr,D01,BART,BART_037,41_400,BART_037_884,44.061598,-71.283244,290.6,deciduousForest,tower,WGS84,20.2,0.2,2015-05-27,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,nhall@field-ops.org,20251206T233612Z,RELEASE-2026
baa746ae-056f-4035-86aa-ba66d040c42b,BART_051.basePlot.ltr,D01,BART,BART_051,41_400,BART_051_813,44.062723,-71.287987,283.9,deciduousForest,tower,WGS84,20.2,0.4,2015-05-27,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,nhall@field-ops.org,20251206T233612Z,RELEASE-2026
ebf5be0d-9637-49a7-a49c-a5e47326d707,BART_036.basePlot.ltr,D01,BART,BART_036,21_400,BART_036_151,44.062082,-71.285878,291,deciduousForest,tower,WGS84,20.2,0.2,2015-05-27,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,nhall@field-ops.org,20251206T233612Z,RELEASE-2026
c194d715-9742-45a1-9740-c5df2dab4cee,BART_050.basePlot.ltr,D01,BART,BART_050,21_400,BART_050_168,44.06151,-71.28769,287.7,mixedForest,tower,WGS84,20.2,0.3,2015-05-27,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,nhall@field-ops.org,20251206T233612Z,RELEASE-2026
3550ea78-0e0b-403e-940a-b3cb4b6d2318,BART_037.basePlot.ltr,D01,BART,BART_037,41_400,BART_037_826,44.061598,-71.283244,290.6,deciduousForest,tower,WGS84,20.2,0.2,2015-05-27,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,nhall@field-ops.org,20251206T233612Z,RELEASE-2026
a2492552-a0f2-4a3c-89e6-73d6eabdecb0,BART_050.basePlot.ltr,D01,BART,BART_050,21_400,BART_050_046,44.06151,-71.28769,287.7,mixedForest,tower,WGS84,20.2,0.3,2015-05-27,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,nhall@field-ops.org,20251206T233612Z,RELEASE-2026
1373f966-04e2-4c4c-b2a0-34d744d8da09,BART_037.basePlot.ltr,D01,BART,BART_037,21_400,BART_037_158,44.061598,-71.283244,290.6,deciduousForest,tower,WGS84,20.2,0.2,2015-05-27,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,nhall@field-ops.org,20251206T233612Z,RELEASE-2026
040affd7-44e2-48bd-ad74-c1447f05876e,BART_070.basePlot.ltr,D01,BART,BART_070,39_400,BART_070_553,44.064338,-71.28144,251.3,mixedForest,tower,WGS84,20.2,0.3,2015-05-27,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,nhall@field-ops.org,20251206T233612Z,RELEASE-2026
9e357326-f9f0-4ad4-b6c3-bcbcab7b35af,BART_051.basePlot.ltr,D01,BART,BART_051,41_400,BART_051_926,44.062723,-71.287987,283.9,deciduousForest,tower,WGS84,20.2,0.4,2015-05-27,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,nhall@field-ops.org,20251206T233612Z,RELEASE-2026
ee6e9c48-ff45-4e72-860f-199d2b7b3525,BART_051.basePlot.ltr,D01,BART,BART_051,39_400,BART_051_701,44.062723,-71.287987,283.9,deciduousForest,tower,WGS84,20.2,0.4,2015-05-27,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,nhall@field-ops.org,20251206T233612Z,RELEASE-2026
d2674235-6400-4d12-83cd-0bb1632d2298,BART_036.basePlot.ltr,D01,BART,BART_036,41_400,BART_036_925,44.062082,-71.285878,291,deciduousForest,tower,WGS84,20.2,0.2,2015-05-27,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,nhall@field-ops.org,20251206T233612Z,RELEASE-2026
94ffa9c4-7e13-4f0b-ba78-90737f2e3888,BART_050.basePlot.ltr,D01,BART,BART_050,41_400,BART_050_757,44.06151,-71.28769,287.7,mixedForest,tower,WGS84,20.2,0.3,2015-05-27,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,nhall@field-ops.org,20251206T233612Z,RELEASE-2026
51481d87-68cb-457b-a43f-a8a79b89d080,BART_036.basePlot.ltr,D01,BART,BART_036,41_400,BART_036_938,44.062082,-71.285878,291,deciduousForest,tower,WGS84,20.2,0.2,2015-05-27,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,nhall@field-ops.org,20251206T233612Z,RELEASE-2026
dbd75389-16ce-4d03-9dd3-66716aa8172f,BART_051.basePlot.ltr,D01,BART,BART_051,39_400,BART_051_574,44.062723,-71.287987,283.9,deciduousForest,tower,WGS84,20.2,0.4,2015-05-27,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,nhall@field-ops.org,20251206T233612Z,RELEASE-2026
a2bb7bce-a26c-441d-b5c5-3a4300bd7f54,BART_070.basePlot.ltr,D01,BART,BART_070,41_400,BART_070_790,44.064338,-71.28144,251.3,mixedForest,tower,WGS84,20.2,0.3,2015-05-27,NEON.DOC.001710vB,Y,Elevated,Random,0.5,NA,nhall@field-ops.org,20251206T233612Z,RELEASE-2026
998ff3c9-1b41-4254-9d8e-c56f735a10de,BART_036.basePlot.ltr,D01,BART,BART_036,21_400,BART_036_169,44.062082,-71.285878,291,deciduousForest,tower,WGS84,20.2,0.2,2015-05-27,NEON.DOC.001710vB,Y,Ground,Random,1.5,NA,nhall@field-ops.org,20251206T233612Z,RELEASE-2026
a64ce8af-509b-4d58-8fea-9a5a0b763865,BART_034.basePlot.ltr,D01,BART,BART_034,21_400,BART_034_025,44.064284,-71.285608,265.9,mixedForest,tower,WGS84,20.2,0.3,2017-05-09,NEON.DOC.001710vE,Y,Ground,Random,1.5,Replaced a ground litter trap in another subplot due to incorrect initial deployment.,jbreault@field-ops.org,20251206T233612Z,RELEASE-2026
