plotID,yearCollected,monthCollected,avgmass,avgCpercent,avgNpercent
BART_034,2016,7,0.5935714285714285,NA,NA
BART_034,2016,9,0.9057142857142857,NA,NA
BART_034,2016,10,6.989464285714285,50.9,0.5
BART_034,2016,11,1.0375,NA,NA
BART_034,2017,4,1.63,NA,NA
BART_034,2017,5,8.61375,NA,NA
BART_034,2017,6,1.5746875,NA,NA
BART_034,2017,8,1.6994117647058824,NA,NA
BART_034,2017,9,2.8658823529411763,NA,NA
BART_034,2017,10,5.112647058823529,NA,NA
BART_034,2017,11,3.7923529411764703,NA,NA
BART_034,2018,5,12.473846153846154,NA,NA
BART_034,2018,6,0.8917647058823529,NA,NA
BART_034,2018,7,0.6784375,NA,NA
BART_034,2018,8,0.6705882352941177,NA,NA
BART_034,2018,9,0.7675,NA,NA
BART_034,2018,10,5.812781818181818,NA,NA
BART_034,2018,11,5.748235294117647,NA,NA
BART_034,2019,5,14.420526315789473,NA,NA
BART_034,2019,6,2.071,NA,NA
BART_034,2019,7,1.33,NA,NA
BART_034,2019,8,0.963,NA,NA
BART_034,2019,9,2.0676315789473683,NA,NA
BART_034,2019,10,8.490384615384615,NA,NA
BART_034,2019,11,7.9799999999999995,NA,NA
BART_034,2020,6,4.252631578947368,NA,NA
BART_034,2020,7,5.337692307692308,NA,NA
BART_034,2020,8,0.9605882352941176,NA,NA
BART_034,2020,9,2.1133333333333333,NA,NA
BART_034,2020,10,5.529324324324325,NA,NA
BART_034,2020,11,4.6755555555555555,NA,NA
BART_034,2021,5,15.543,NA,NA
BART_034,2022,5,15.694,NA,NA
BART_034,2023,5,10.018,NA,NA
BART_034,2024,5,21.548,NA,NA
BART_036,2016,4,0.4467857142857143,NA,NA
BART_036,2016,5,1.1707142857142856,NA,NA
BART_036,2016,6,9.798333333333334,NA,NA
BART_036,2016,7,1.2989285714285714,NA,NA
BART_036,2016,9,1.2692857142857141,NA,NA
BART_036,2016,10,7.159821428571428,50.9,0.55
BART_036,2016,11,2.929642857142857,NA,NA
BART_036,2017,5,4.92625,NA,NA
BART_036,2017,6,1.4617647058823529,NA,NA
BART_036,2017,8,0.3566666666666667,NA,NA
BART_036,2017,10,5.305142857142857,NA,NA
BART_036,2017,11,7.134,NA,NA
BART_036,2018,5,3.412105263157895,NA,NA
BART_036,2018,6,1.1135714285714287,NA,NA
BART_036,2018,7,0.439375,NA,NA
BART_036,2018,8,0.3625,NA,NA
BART_036,2018,9,0.25142857142857145,NA,NA
BART_036,2018,10,7.1025,NA,NA
BART_036,2018,11,8.812941176470588,NA,NA
BART_036,2019,5,23.378,NA,NA
BART_036,2019,6,1.9766666666666666,NA,NA
BART_036,2019,7,0.8995,NA,NA
BART_036,2019,8,0.45055555555555554,NA,NA
BART_036,2019,9,1.2846875,NA,NA
BART_036,2019,10,6.107307692307692,NA,NA
BART_036,2019,11,8.276250000000001,NA,NA
BART_036,2020,6,1.5780555555555555,NA,NA
BART_036,2020,7,2.846111111111111,NA,NA
BART_036,2020,8,0.40890625,NA,NA
BART_036,2020,9,0.656578947368421,NA,NA
BART_036,2020,10,5.8141891891891895,NA,NA
BART_036,2020,11,3.6483333333333334,NA,NA
BART_036,2021,4,2.069375,NA,NA
BART_036,2021,5,5.2384615384615385,NA,NA
BART_036,2021,6,0.7702777777777778,NA,NA
BART_036,2021,7,0.19911764705882354,NA,NA
BART_036,2021,8,0.23555555555555555,NA,NA
BART_036,2021,9,0.4640625,NA,NA
BART_036,2021,10,4.488676470588235,NA,NA
BART_036,2022,4,2.927222222222222,51.6575,0.96
BART_036,2022,5,1.8342592592592593,50.01,1.69
BART_036,2022,6,1.14875,49.21,0.98
BART_036,2022,7,0.6283333333333334,51.82,2.38
BART_036,2022,8,0.27606060606060606,NA,NA
BART_036,2022,9,0.533,52.39,0.59
BART_036,2022,10,5.961571428571428,50.15,0.66
BART_036,2023,5,17.301111111111112,NA,NA
BART_036,2023,6,0.8719444444444444,NA,NA
BART_036,2023,7,0.18916666666666668,NA,NA
BART_036,2023,8,0.18472972972972973,NA,NA
BART_036,2023,9,0.76,NA,NA
BART_036,2023,10,3.626571428571429,NA,NA
BART_036,2023,11,5.995277777777778,NA,NA
BART_036,2024,5,6.105,NA,NA
BART_036,2024,6,1.222222222222222,NA,NA
BART_036,2024,7,0.28785714285714287,NA,NA
BART_036,2024,8,0.3061111111111111,NA,NA
BART_036,2024,9,0.85,NA,NA
BART_036,2024,10,6.0648484848484845,NA,NA
BART_036,2024,11,4.175,NA,NA
BART_037,2016,4,0.34535714285714286,NA,NA
BART_037,2016,5,0.2671428571428571,NA,NA
BART_037,2016,6,67.17333333333333,NA,NA
BART_037,2016,7,0.8439285714285714,NA,NA
BART_037,2016,9,0.8171428571428572,NA,NA
BART_037,2016,10,7.960357142857143,50.4,0.5333333333333333
BART_037,2016,11,2.6017857142857146,NA,NA
BART_037,2017,4,1.665,NA,NA
BART_037,2017,5,2.8425000000000002,NA,NA
BART_037,2017,8,0.24285714285714285,NA,NA
BART_037,2017,9,1.4286666666666665,NA,NA
BART_037,2017,10,5.2014000000000005,NA,NA
BART_037,2017,11,5.530625,NA,NA
BART_037,2018,5,5.5235,NA,NA
BART_037,2018,6,1.1085714285714285,NA,NA
BART_037,2018,7,1.1783333333333332,NA,NA
BART_037,2018,8,0.64,NA,NA
BART_037,2018,9,0.5427777777777778,NA,NA
BART_037,2018,10,56.664,NA,NA
BART_037,2018,11,29.89,NA,NA
BART_037,2019,5,21.003,NA,NA
BART_037,2019,6,1.2545,NA,NA
BART_037,2019,7,0.5197058823529411,NA,NA
BART_037,2019,8,0.4955555555555556,NA,NA
BART_037,2019,9,0.42104166666666665,NA,NA
BART_037,2019,10,7.266249999999999,NA,NA
BART_037,2019,11,10.985,NA,NA
BART_037,2020,6,1.6976470588235295,NA,NA
BART_037,2020,7,2.6567857142857143,NA,NA
BART_037,2020,8,0.8191428571428572,NA,NA
BART_037,2020,9,0.2525,NA,NA
BART_037,2020,10,5.157162162162162,NA,NA
BART_037,2020,11,6.283235294117647,NA,NA
BART_037,2021,5,30.85090909090909,NA,NA
BART_037,2022,5,0.506,NA,NA
BART_037,2023,5,3.7600000000000002,NA,NA
BART_037,2024,5,19.698999999999998,NA,NA
BART_039,2016,4,1.3514285714285714,NA,NA
BART_039,2016,5,7.511500000000001,NA,NA
BART_039,2016,7,1.7185714285714286,NA,NA
BART_039,2016,9,2.4960714285714287,NA,NA
BART_039,2016,10,8.852142857142857,51.05,0.45
BART_039,2016,11,1.9942857142857142,NA,NA
BART_039,2017,4,2.146470588235294,NA,NA
BART_039,2017,5,10.6325,NA,NA
BART_039,2017,6,2.0316666666666667,NA,NA
BART_039,2017,8,0.8269444444444445,NA,NA
BART_039,2017,9,4.915,NA,NA
BART_039,2017,10,5.5646969696969695,NA,NA
BART_039,2017,11,3.0242857142857145,NA,NA
BART_039,2018,5,25.23125,NA,NA
BART_039,2018,6,12.29,NA,NA
BART_039,2018,7,10.565,NA,NA
BART_039,2018,8,4.165,NA,NA
BART_039,2018,9,9.89,NA,NA
BART_039,2018,10,50.998,NA,NA
BART_039,2018,11,17.44333333333333,NA,NA
BART_039,2019,5,9.733611111111111,NA,NA
BART_039,2019,6,1.441,NA,NA
BART_039,2019,7,2.535909090909091,NA,NA
BART_039,2019,8,0.557,NA,NA
BART_039,2019,9,1.573421052631579,NA,NA
BART_039,2019,10,6.691346153846154,NA,NA
BART_039,2019,11,5.882777777777778,NA,NA
BART_039,2020,6,5.003529411764706,NA,NA
BART_039,2020,7,10.229285714285714,NA,NA
BART_039,2020,8,1.4641176470588235,NA,NA
BART_039,2020,9,2.8433333333333333,NA,NA
BART_039,2020,10,5.2098611111111115,NA,NA
BART_039,2020,11,3.0508823529411764,NA,NA
BART_039,2021,5,40.011,NA,NA
BART_039,2022,5,41.914545454545454,NA,NA
BART_039,2023,5,18.161,NA,NA
BART_039,2024,5,6.2672727272727276,NA,NA
BART_040,2016,4,0.35928571428571426,NA,NA
BART_040,2016,5,2.6517500000000003,NA,NA
BART_040,2016,7,1.0917857142857144,NA,NA
BART_040,2016,9,0.9507142857142857,NA,NA
BART_040,2016,10,9.88642857142857,49.6,0.6
BART_040,2016,11,1.4421428571428572,NA,NA
BART_040,2017,4,1.0905555555555555,NA,NA
BART_040,2017,5,61.06,NA,NA
BART_040,2017,6,1.6511764705882352,NA,NA
BART_040,2017,8,0.986111111111111,NA,NA
BART_040,2017,9,3.285,NA,NA
BART_040,2017,10,6.992575757575757,NA,NA
BART_040,2017,11,4.186333333333333,NA,NA
BART_040,2018,5,24.435,NA,NA
BART_040,2018,6,8.175,NA,NA
BART_040,2018,7,2.26,NA,NA
BART_040,2018,8,1.9649999999999999,NA,NA
BART_040,2018,9,2.5949999999999998,NA,NA
BART_040,2018,10,66.855,NA,NA
BART_040,2018,11,21.09,NA,NA
BART_040,2019,5,11.519,NA,NA
BART_040,2019,6,1.5925,NA,NA
BART_040,2019,7,0.9722222222222222,NA,NA
BART_040,2019,8,0.46222222222222226,NA,NA
BART_040,2019,9,1.193888888888889,NA,NA
BART_040,2019,10,9.2276,NA,NA
BART_040,2019,11,5.97125,NA,NA
BART_040,2020,6,2.061875,NA,NA
BART_040,2020,7,2.8974074074074077,NA,NA
BART_040,2020,8,0.415,NA,NA
BART_040,2020,9,0.3811111111111111,NA,NA
BART_040,2020,10,7.097361111111111,NA,NA
BART_040,2020,11,2.2005882352941177,NA,NA
BART_040,2021,4,1.1380555555555556,NA,NA
BART_040,2021,5,2.0589285714285714,NA,NA
BART_040,2021,6,0.9138235294117647,NA,NA
BART_040,2021,7,0.37333333333333335,NA,NA
BART_040,2021,8,0.24557142857142858,NA,NA
BART_040,2021,9,0.39,NA,NA
BART_040,2021,10,10.750294117647059,NA,NA
BART_040,2022,4,2.275294117647059,NA,NA
BART_040,2022,5,2.9094444444444445,NA,NA
BART_040,2022,6,0.9465625,NA,NA
BART_040,2022,7,0.31558823529411767,NA,NA
BART_040,2022,8,0.3585714285714286,NA,NA
BART_040,2022,9,0.2873076923076923,NA,NA
BART_040,2022,10,7.175151515151516,48.64,0.57
BART_040,2023,4,2.8555882352941175,NA,NA
BART_040,2023,5,1.6643181818181818,NA,NA
BART_040,2023,6,0.94,NA,NA
BART_040,2023,7,0.36157142857142854,NA,NA
BART_040,2023,8,0.3473529411764706,NA,NA
BART_040,2023,9,1.6920588235294118,NA,NA
BART_040,2023,10,12.106176470588235,NA,NA
BART_040,2023,11,2.244705882352941,NA,NA
BART_040,2024,5,3.338035714285714,NA,NA
BART_040,2024,6,0.5644444444444444,NA,NA
BART_040,2024,7,0.3737142857142857,NA,NA
BART_040,2024,8,0.3490625,NA,NA
BART_040,2024,9,1.2291666666666667,NA,NA
BART_040,2024,10,8.628064516129033,NA,NA
BART_040,2024,11,3.0825,NA,NA
BART_041,2016,4,2.8035714285714284,NA,NA
BART_041,2016,5,2.709,NA,NA
BART_041,2016,7,1.1517857142857144,NA,NA
BART_041,2016,9,1.5742857142857143,NA,NA
BART_041,2016,10,11.370476190476191,51.85,0.55
BART_041,2016,11,1.4664285714285714,NA,NA
BART_041,2017,4,2.553888888888889,NA,NA
BART_041,2017,5,10.49125,NA,NA
BART_041,2017,6,2.113125,NA,NA
BART_041,2017,8,0.7977777777777778,NA,NA
BART_041,2017,9,2.261111111111111,NA,NA
BART_041,2017,10,6.284714285714286,NA,NA
BART_041,2017,11,6.828666666666667,NA,NA
BART_041,2018,5,84.4875,NA,NA
BART_041,2018,6,8.175,NA,NA
BART_041,2018,7,3.0250000000000004,NA,NA
BART_041,2018,8,3.635,NA,NA
BART_041,2018,9,4.755,NA,NA
BART_041,2018,10,62.786,NA,NA
BART_041,2018,11,37.195,NA,NA
BART_041,2019,5,5.8999999999999995,NA,NA
BART_041,2019,6,1.9613636363636364,NA,NA
BART_041,2019,7,1.586,NA,NA
BART_041,2019,8,0.43343750000000003,NA,NA
BART_041,2019,9,1.0585185185185184,NA,NA
BART_041,2019,10,6.3556060606060605,NA,NA
BART_041,2019,11,6.742500000000001,NA,NA
BART_041,2020,6,4.409411764705882,NA,NA
BART_041,2020,7,6.120535714285714,NA,NA
BART_041,2020,8,1.00125,NA,NA
BART_041,2020,9,1.7373684210526317,NA,NA
BART_041,2020,10,5.793888888888889,NA,NA
BART_041,2020,11,4.526052631578947,NA,NA
BART_041,2021,5,24.173000000000002,NA,NA
BART_041,2022,5,5.875,NA,NA
BART_041,2023,5,20.795,NA,NA
BART_041,2024,5,121.702,NA,NA
BART_042,2016,4,1.56,NA,NA
BART_042,2016,5,8.866,NA,NA
BART_042,2016,7,1.7735714285714286,NA,NA
BART_042,2016,9,2.4285714285714284,NA,NA
BART_042,2016,10,10.36892857142857,49.900000000000006,0.6
BART_042,2016,11,1.2775,NA,NA
BART_042,2017,4,1.125,NA,NA
BART_042,2017,5,41.56125,NA,NA
BART_042,2017,6,1.7511111111111113,NA,NA
BART_042,2017,8,0.665,NA,NA
BART_042,2017,9,2.4922222222222223,NA,NA
BART_042,2017,10,6.949852941176471,NA,NA
BART_042,2017,11,3.637777777777778,NA,NA
BART_042,2018,5,67.5475,NA,NA
BART_042,2018,6,9.02,NA,NA
BART_042,2018,7,6.695,NA,NA
BART_042,2018,8,6.85,NA,NA
BART_042,2018,9,8.035,NA,NA
BART_042,2018,10,68.32333333333332,NA,NA
BART_042,2018,11,26.925,NA,NA
BART_042,2019,5,19.496,NA,NA
BART_042,2019,6,7.92,NA,NA
BART_042,2019,7,5.605,NA,NA
BART_042,2019,8,2.4366666666666665,NA,NA
BART_042,2019,9,1.1301851851851852,NA,NA
BART_042,2019,10,10.18736111111111,NA,NA
BART_042,2019,11,6.421111111111111,NA,NA
BART_042,2020,7,19.5675,NA,NA
BART_042,2021,4,1.0705882352941176,NA,NA
BART_042,2021,5,7.708214285714285,NA,NA
BART_042,2021,6,0.9444444444444444,NA,NA
BART_042,2021,7,0.5829411764705882,NA,NA
BART_042,2021,8,0.6305882352941177,NA,NA
BART_042,2021,9,0.8580882352941177,NA,NA
BART_042,2021,10,8.640882352941176,NA,NA
BART_042,2022,4,3.6794736842105262,NA,NA
BART_042,2022,5,6.849565217391305,NA,NA
BART_042,2022,6,1.2275,NA,NA
BART_042,2022,7,1.566111111111111,NA,NA
BART_042,2022,8,1.051111111111111,NA,NA
BART_042,2022,9,1.0420833333333333,52.64,0.58
BART_042,2022,10,8.732222222222223,49.43,0.68
BART_042,2023,4,3.6822222222222223,NA,NA
BART_042,2023,5,9.074107142857143,NA,NA
BART_042,2023,6,1.1866666666666668,NA,NA
BART_042,2023,7,0.9473529411764706,NA,NA
BART_042,2023,8,0.4673529411764706,NA,NA
BART_042,2023,9,1.829375,NA,NA
BART_042,2023,10,7.39,NA,NA
BART_042,2023,11,3.241764705882353,NA,NA
BART_042,2024,5,9.15,NA,NA
BART_042,2024,6,0.7238235294117648,NA,NA
BART_042,2024,7,0.8315714285714286,NA,NA
BART_042,2024,8,0.45805555555555555,NA,NA
BART_042,2024,9,1.3294117647058823,NA,NA
BART_042,2024,10,7.562714285714286,NA,NA
BART_042,2024,11,3.338888888888889,NA,NA
BART_044,2016,4,0.9657142857142857,NA,NA
BART_044,2016,5,0.7828571428571428,NA,NA
BART_044,2016,6,55.74166666666667,NA,NA
BART_044,2016,7,1.0382142857142858,NA,NA
BART_044,2016,9,1.2310714285714286,NA,NA
BART_044,2016,10,6.367857142857143,51.75,0.5
BART_044,2016,11,2.0332142857142856,NA,NA
BART_044,2017,4,1.2106666666666668,NA,NA
BART_044,2017,5,22.28125,NA,NA
BART_044,2017,6,2.0861111111111112,NA,NA
BART_044,2017,9,2.3715625,NA,NA
BART_044,2017,10,4.17578125,NA,NA
BART_044,2017,11,5.29875,NA,NA
BART_044,2018,5,16.13,NA,NA
BART_044,2018,7,8.32,NA,NA
BART_044,2018,8,1.075,NA,NA
BART_044,2018,9,2.5166666666666666,NA,NA
BART_044,2018,10,33.8025,NA,NA
BART_044,2018,11,27.165,NA,NA
BART_044,2019,5,57.416000000000004,NA,NA
BART_044,2019,6,6.006666666666666,NA,NA
BART_044,2019,7,5.619999999999999,NA,NA
BART_044,2019,8,0.712,NA,NA
BART_044,2019,9,1.3511764705882352,NA,NA
BART_044,2019,10,5.346153846153847,NA,NA
BART_044,2019,11,37.18,NA,NA
BART_044,2020,7,8.888,NA,NA
BART_044,2021,4,1.315,NA,NA
BART_044,2021,5,3.029464285714286,NA,NA
BART_044,2021,6,0.7412500000000001,NA,NA
BART_044,2021,7,0.385,NA,NA
BART_044,2021,8,0.30375,NA,NA
BART_044,2021,9,0.4144285714285714,NA,NA
BART_044,2021,10,4.183333333333334,NA,NA
BART_044,2022,4,2.58125,NA,NA
BART_044,2022,5,9.937586206896551,NA,NA
BART_044,2022,6,1.1375,NA,NA
BART_044,2022,7,0.6861111111111111,NA,NA
BART_044,2022,8,0.4513888888888889,NA,NA
BART_044,2022,9,0.6495454545454545,53.48,0.52
BART_044,2022,10,5.636730769230769,50.1,0.58
BART_044,2023,4,3.426470588235294,NA,NA
BART_044,2023,5,2.4250000000000003,NA,NA
BART_044,2023,6,0.7846875,NA,NA
BART_044,2023,7,0.2841891891891892,NA,NA
BART_044,2023,8,0.6029411764705882,NA,NA
BART_044,2023,9,1.06,NA,NA
BART_044,2023,10,3.941969696969697,NA,NA
BART_044,2023,11,7.3603125,NA,NA
BART_044,2024,5,21.38,NA,NA
BART_044,2024,6,0.8666666666666667,NA,NA
BART_044,2024,7,0.33569444444444446,NA,NA
BART_044,2024,8,0.2290625,NA,NA
BART_044,2024,9,0.7736111111111111,NA,NA
BART_044,2024,10,4.399705882352941,NA,NA
BART_044,2024,11,4.835555555555556,NA,NA
BART_046,2016,4,0.2532142857142857,NA,NA
BART_046,2016,5,1.2042857142857144,NA,NA
BART_046,2016,6,27.745,NA,NA
BART_046,2016,7,1.2089285714285714,NA,NA
BART_046,2016,10,8.076964285714286,50.5,0.6
BART_046,2016,11,2.059285714285714,NA,NA
BART_046,2017,4,1.252,NA,NA
BART_046,2017,5,1.88,NA,NA
BART_046,2017,6,2.0058823529411764,NA,NA
BART_046,2017,8,0.43777777777777777,NA,NA
BART_046,2017,9,5.864444444444445,NA,NA
BART_046,2017,10,8.899545454545454,NA,NA
BART_046,2017,11,9.318,NA,NA
BART_046,2018,5,25.8325,NA,NA
BART_046,2018,6,10.44,NA,NA
BART_046,2018,7,4.245,NA,NA
BART_046,2018,8,2,NA,NA
BART_046,2018,9,2.63,NA,NA
BART_046,2018,10,49.1425,NA,NA
BART_046,2018,11,29.573333333333334,NA,NA
BART_046,2019,5,21.583333333333332,NA,NA
BART_046,2019,6,10.315000000000001,NA,NA
BART_046,2019,7,4.805,NA,NA
BART_046,2019,8,3.6850000000000005,NA,NA
BART_046,2019,9,0.6413888888888889,NA,NA
BART_046,2019,10,7.178269230769231,NA,NA
BART_046,2019,11,32.67,NA,NA
BART_046,2020,7,13.220999999999998,NA,NA
BART_046,2021,4,0.3497222222222222,NA,NA
BART_046,2021,5,5.9907407407407405,NA,NA
BART_046,2021,6,1.173888888888889,NA,NA
BART_046,2021,7,0.2538888888888889,NA,NA
BART_046,2021,8,0.3138235294117647,NA,NA
BART_046,2021,9,0.40814285714285714,NA,NA
BART_046,2021,10,7.075151515151515,NA,NA
BART_046,2022,4,0.9094444444444444,NA,NA
BART_046,2022,5,6.961428571428572,NA,NA
BART_046,2022,6,1.013125,NA,NA
BART_046,2022,7,0.6590625,NA,NA
BART_046,2022,8,0.3572727272727273,NA,NA
BART_046,2022,9,0.39454545454545453,52.39,0.56
BART_046,2022,10,10.116714285714286,49.86,0.61
BART_046,2023,4,0.6438888888888888,NA,NA
BART_046,2023,5,0.6918965517241379,NA,NA
BART_046,2023,6,0.7232352941176471,NA,NA
BART_046,2023,7,0.34441176470588236,NA,NA
BART_046,2023,8,0.2387142857142857,NA,NA
BART_046,2023,9,1.5482352941176472,NA,NA
BART_046,2023,10,6.015571428571429,NA,NA
BART_046,2023,11,4.149411764705882,NA,NA
BART_046,2024,5,1.118421052631579,NA,NA
BART_046,2024,6,0.9178125,NA,NA
BART_046,2024,7,0.6377941176470588,NA,NA
BART_046,2024,8,0.7714705882352941,NA,NA
BART_046,2024,9,4.391666666666667,NA,NA
BART_046,2024,10,5.870270270270271,NA,NA
BART_046,2024,11,3.260625,NA,NA
BART_047,2016,4,0.6060714285714286,NA,NA
BART_047,2016,5,6.139,NA,NA
BART_047,2016,7,1.0489285714285714,NA,NA
BART_047,2016,9,1.6914285714285715,NA,NA
BART_047,2016,10,9.455535714285714,50.400000000000006,0.55
BART_047,2016,11,1.0339285714285713,NA,NA
BART_047,2017,4,1.0652941176470587,NA,NA
BART_047,2017,5,11.36125,NA,NA
BART_047,2017,6,1.52875,NA,NA
BART_047,2017,8,0.7785294117647059,NA,NA
BART_047,2017,9,2.462666666666667,NA,NA
BART_047,2017,10,8.874848484848485,NA,NA
BART_047,2017,11,3.3226666666666667,NA,NA
BART_047,2018,5,43.275,NA,NA
BART_047,2018,6,7.51,NA,NA
BART_047,2018,7,3.81,NA,NA
BART_047,2018,8,1.3266666666666667,NA,NA
BART_047,2018,9,5.34,NA,NA
BART_047,2018,10,63.3675,NA,NA
BART_047,2018,11,16.575,NA,NA
BART_047,2019,5,6.335,NA,NA
BART_047,2019,6,6.635,NA,NA
BART_047,2019,7,3.0527777777777776,NA,NA
BART_047,2019,8,1.9666666666666668,NA,NA
BART_047,2019,9,3.55375,NA,NA
BART_047,2019,10,9.06578125,NA,NA
BART_047,2019,11,13.98,NA,NA
BART_047,2020,7,6.059,NA,NA
BART_047,2021,4,1.1877777777777778,NA,NA
BART_047,2021,5,3.7665517241379307,NA,NA
BART_047,2021,6,0.7247058823529412,NA,NA
BART_047,2021,7,0.3953125,NA,NA
BART_047,2021,8,0.25314285714285717,NA,NA
BART_047,2021,9,0.5794285714285714,NA,NA
BART_047,2021,10,9.494428571428571,NA,NA
BART_047,2022,4,1.7847058823529411,NA,NA
BART_047,2022,5,4.139259259259259,NA,NA
BART_047,2022,6,1.1824999999999999,NA,NA
BART_047,2022,7,0.5702777777777778,NA,NA
BART_047,2022,8,0.9496,NA,NA
BART_047,2022,9,0.7870588235294117,51.52,0.52
BART_047,2022,10,8.257727272727273,49.48,0.65
BART_047,2023,4,1.615,NA,NA
BART_047,2023,5,0.9590740740740741,NA,NA
BART_047,2023,6,0.8211764705882353,NA,NA
BART_047,2023,7,0.37625,NA,NA
BART_047,2023,8,0.7163888888888889,NA,NA
BART_047,2023,9,1.3470588235294116,NA,NA
BART_047,2023,10,6.9325,NA,NA
BART_047,2023,11,2.1802941176470587,NA,NA
BART_047,2024,5,3.904074074074074,NA,NA
BART_047,2024,6,0.6772222222222223,NA,NA
BART_047,2024,7,0.3937878787878788,NA,NA
BART_047,2024,8,0.75625,NA,NA
BART_047,2024,9,1.1838888888888888,NA,NA
BART_047,2024,10,7.976285714285715,NA,NA
BART_047,2024,11,1.615,NA,NA
BART_050,2016,4,2.8664285714285715,NA,NA
BART_050,2016,5,2.674,NA,NA
BART_050,2016,7,1.7417857142857143,NA,NA
BART_050,2016,9,5.720714285714285,NA,NA
BART_050,2016,10,6.616785714285714,49.95,0.6
BART_050,2016,11,0.5025000000000001,NA,NA
BART_050,2017,4,2.288333333333333,NA,NA
BART_050,2017,5,13.165000000000001,NA,NA
BART_050,2017,6,1.68375,NA,NA
BART_050,2017,8,0.4321875,NA,NA
BART_050,2017,9,4.0285,NA,NA
BART_050,2017,10,4.389615384615385,NA,NA
BART_050,2017,11,2.089722222222222,NA,NA
BART_050,2018,5,13.423333333333334,NA,NA
BART_050,2018,6,9.475,NA,NA
BART_050,2018,7,8.075,NA,NA
BART_050,2018,8,8.085,NA,NA
BART_050,2018,9,17.295,NA,NA
BART_050,2018,10,47.802,NA,NA
BART_050,2018,11,8.955,NA,NA
BART_050,2019,5,18.761000000000003,NA,NA
BART_050,2019,6,9.226666666666667,NA,NA
BART_050,2019,7,2.088,NA,NA
BART_050,2019,8,3.6550000000000002,NA,NA
BART_050,2019,9,3.3671052631578946,NA,NA
